tick,score,avg_sentience,avg_recursion_depth,meta_reflections,cluster_count,symbol_entropy,symbol_usage,valence,arousal,dominance,emotion_ch4,emotion_ch5
511353,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511354,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511355,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511356,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511357,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511358,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511359,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511360,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511361,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511362,0.0488385,0.097677,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511363,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511364,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511365,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511366,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511367,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511368,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511369,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511370,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511371,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511372,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511373,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511374,0.0488485,0.097697,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511375,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511376,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511377,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511378,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511379,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511380,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511381,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511382,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511383,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511384,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511385,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511386,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511387,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511388,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511389,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511390,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511391,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511392,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511393,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511394,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511395,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511396,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511397,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511398,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511399,0.048859,0.097718,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511400,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511401,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511402,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511403,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511404,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511405,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511406,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511407,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511408,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511409,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511410,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511411,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511412,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511413,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511414,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511415,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511416,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511417,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511418,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511419,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511420,0.048755,0.09751,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511421,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511422,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511423,0.0487655,0.097531,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511424,0.048776,0.097552,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511425,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511426,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511427,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511428,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
511429,0.048786,0.097572,0.0,0,1,0.0,0,0.22215481906529652,0.021809675982946346,-0.16519010244458934,-0.193575852734317,-0.2552916505258413
